[0.160s] Invoking command in '/home/jaime/RM3_ws/build/rtabmap_ros': CMAKE_PREFIX_PATH=/home/jaime/RM3_ws/install/rtabmap:/opt/ros/foxy LD_LIBRARY_PATH=/home/jaime/RM3_ws/install/rtabmap/lib:${LD_LIBRARY_PATH} PATH=/home/jaime/RM3_ws/install/rtabmap/bin:${PATH} PKG_CONFIG_PATH=/home/jaime/RM3_ws/install/rtabmap/lib/x86_64-linux-gnu/pkgconfig:/home/jaime/RM3_ws/install/rtabmap/lib/pkgconfig /usr/bin/cmake --build /home/jaime/RM3_ws/build/rtabmap_ros -- -j8 -l8
[0.262s] [ 10%] Built target rtabmap_ros__rosidl_generator_c
[0.303s] [ 10%] Built target rtabmap_ros__cpp
[0.352s] [ 20%] Built target rtabmap_ros__rosidl_typesupport_introspection_c
[0.395s] [ 30%] Built target rtabmap_ros__rosidl_typesupport_introspection_cpp
[0.445s] [ 40%] Built target rtabmap_ros__rosidl_typesupport_cpp
[0.496s] [ 50%] Built target rtabmap_ros__rosidl_typesupport_fastrtps_cpp
[0.541s] [ 59%] Built target rtabmap_ros__rosidl_typesupport_c
[0.592s] [ 68%] Built target rtabmap_ros__rosidl_typesupport_fastrtps_c
[0.617s] [ 68%] Built target rtabmap_ros
[0.689s] [ 69%] Built target rtabmap_common
[0.721s] [ 69%] Built target rtabmap_ros__py
[0.823s] [ 71%] Built target rtabmap_sync
[0.876s] [ 81%] Built target rtabmap_ros__python
[0.936s] [ 81%] Built target rtabmap
[0.977s] [ 82%] Built target rtabmap_ros__rosidl_typesupport_c__pyext
[1.012s] [ 82%] Built target rtabmap_ros__rosidl_typesupport_introspection_c__pyext
[1.047s] [ 83%] Built target rtabmap_ros__rosidl_typesupport_fastrtps_c__pyext
[1.118s] [ 85%] Built target rtabmapviz
[1.246s] [ 89%] Built target rtabmap_plugins
[1.346s] [ 92%] Built target rtabmap_rviz_plugins
[1.388s] [ 93%] Built target rtabmap_point_cloud_aggregator
[1.426s] [ 93%] Built target rtabmap_rgbd_sync
[1.471s] [ 93%] Built target rtabmap_obstacles_detection
[1.516s] [ 94%] Built target rtabmap_rgbdx_sync
[1.564s] [ 94%] Built target rtabmap_rgbd_odometry
[1.652s] [ 95%] Built target rtabmap_icp_odometry
[1.689s] [ 96%] Built target rtabmap_rgb_sync
[1.763s] [ 97%] Built target rtabmap_rgbd_relay
[1.835s] [ 97%] Built target rtabmap_stereo_odometry
[1.915s] [ 98%] Built target rtabmap_point_cloud_xyz
[1.963s] [ 98%] Built target rtabmap_point_cloud_xyzrgb
[2.005s] [ 99%] Built target rtabmap_stereo_sync
[2.066s] [ 99%] Built target rtabmap_point_cloud_assembler
[2.104s] [100%] Built target rtabmap_pointcloud_to_depthimage
[2.161s] Invoked command in '/home/jaime/RM3_ws/build/rtabmap_ros' returned '0': CMAKE_PREFIX_PATH=/home/jaime/RM3_ws/install/rtabmap:/opt/ros/foxy LD_LIBRARY_PATH=/home/jaime/RM3_ws/install/rtabmap/lib:${LD_LIBRARY_PATH} PATH=/home/jaime/RM3_ws/install/rtabmap/bin:${PATH} PKG_CONFIG_PATH=/home/jaime/RM3_ws/install/rtabmap/lib/x86_64-linux-gnu/pkgconfig:/home/jaime/RM3_ws/install/rtabmap/lib/pkgconfig /usr/bin/cmake --build /home/jaime/RM3_ws/build/rtabmap_ros -- -j8 -l8
[3.358s] Invoking command in '/home/jaime/RM3_ws/build/rtabmap_ros': CMAKE_PREFIX_PATH=/home/jaime/RM3_ws/install/rtabmap:/opt/ros/foxy LD_LIBRARY_PATH=/home/jaime/RM3_ws/install/rtabmap/lib:${LD_LIBRARY_PATH} PATH=/home/jaime/RM3_ws/install/rtabmap/bin:${PATH} PKG_CONFIG_PATH=/home/jaime/RM3_ws/install/rtabmap/lib/x86_64-linux-gnu/pkgconfig:/home/jaime/RM3_ws/install/rtabmap/lib/pkgconfig /usr/bin/cmake --install /home/jaime/RM3_ws/build/rtabmap_ros
[3.363s] -- Install configuration: ""
[3.363s] -- Execute custom install script
[3.363s] -- Up-to-date symlink: /home/jaime/RM3_ws/install/rtabmap_ros/share/ament_index/resource_index/rosidl_interfaces/rtabmap_ros
[3.363s] -- Up-to-date symlink: /home/jaime/RM3_ws/install/rtabmap_ros/include/rtabmap_ros/msg/detail/env_sensor__functions.h
[3.364s] -- Up-to-date symlink: /home/jaime/RM3_ws/install/rtabmap_ros/include/rtabmap_ros/msg/detail/env_sensor__struct.h
[3.364s] -- Up-to-date symlink: /home/jaime/RM3_ws/install/rtabmap_ros/include/rtabmap_ros/msg/detail/env_sensor__type_support.h
[3.364s] -- Up-to-date symlink: /home/jaime/RM3_ws/install/rtabmap_ros/include/rtabmap_ros/msg/detail/global_descriptor__functions.h
[3.364s] -- Up-to-date symlink: /home/jaime/RM3_ws/install/rtabmap_ros/include/rtabmap_ros/msg/detail/global_descriptor__struct.h
[3.364s] -- Up-to-date symlink: /home/jaime/RM3_ws/install/rtabmap_ros/include/rtabmap_ros/msg/detail/global_descriptor__type_support.h
[3.365s] -- Up-to-date symlink: /home/jaime/RM3_ws/install/rtabmap_ros/include/rtabmap_ros/msg/detail/goal__functions.h
[3.365s] -- Up-to-date symlink: /home/jaime/RM3_ws/install/rtabmap_ros/include/rtabmap_ros/msg/detail/goal__struct.h
[3.365s] -- Up-to-date symlink: /home/jaime/RM3_ws/install/rtabmap_ros/include/rtabmap_ros/msg/detail/goal__type_support.h
